District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
중구,48585,36609,18754,51.56,14697,40.41,2603,7.15,284,0.78,31,0.08,0,0,0.0
동구,7844,7838,4958,63.64,2255,28.94,461,5.91,107,1.37,9,0.11,0,0,0.0
미추홀구,64125,56272,32913,58.92,18080,32.36,4305,7.7,511,0.91,46,0.08,0,0,0.0
연수구,42813,33568,16156,48.41,14100,42.25,2770,8.3,317,0.94,29,0.08,0,0,0.0
남동구,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
부평구,89637,65861,32242,49.33,26953,41.24,5390,8.24,709,1.08,56,0.08,0,0,0.0
계양구,7107,6861,4538,66.59,1719,25.22,468,6.86,81,1.18,8,0.11,0,0,0.0
서구,123099,83272,37173,44.94,37131,44.89,7444,8.99,878,1.06,88,0.1,0,0,0.0
강화군,33976,25993,10277,39.77,14187,54.9,1179,4.56,173,0.66,24,0.09,0,0,0.0
옹진군,11395,8920,3296,37.39,4757,53.97,684,7.76,58,0.65,19,0.21,0,0,0.0
