District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
중구,101168,73522,36722,50.27,29716,40.68,5874,8.04,663,0.9,64,0.08,0,0,0.0
동구,33990,27162,13584,50.38,11324,41.99,1705,6.32,312,1.15,38,0.14,0,0,0.0
미추홀구,237323,179104,91755,51.6,70240,39.5,13894,7.81,1742,0.97,186,0.1,0,0,0.0
연수구,161021,122171,54032,44.48,55151,45.4,10984,9.04,1202,0.98,90,0.07,0,0,0.0
남동구,151105,125185,71158,57.22,42998,34.57,8845,7.11,1217,0.97,133,0.1,0,0,0.0
부평구,240086,186790,98967,53.36,69592,37.52,14737,7.94,1968,1.06,172,0.09,0,0,0.0
계양구,80484,71591,44988,63.26,20474,28.79,4923,6.92,673,0.94,51,0.07,0,0,0.0
서구,291572,211779,105481,50.12,84619,40.21,18005,8.55,2085,0.99,229,0.1,0,0,0.0
강화군,63399,48634,19095,39.51,26323,54.46,2497,5.16,367,0.75,47,0.09,0,0,0.0
옹진군,13538,10400,3662,35.68,5772,56.25,740,7.21,66,0.64,21,0.2,0,0,0.0
