District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
천안시서북구,46638,30629,12809,42.15,15123,49.77,2128,7.0,291,0.95,33,0.1,0,0,0.0
천안시동남구,29344,25524,13404,52.9,9905,39.09,1762,6.95,235,0.92,32,0.12,0,0,0.0
공주시,22530,21828,12582,58.05,7680,35.43,1246,5.74,142,0.65,23,0.1,0,0,0.0
보령시,19173,19106,10487,55.41,7138,37.71,1122,5.92,152,0.8,26,0.13,0,0,0.0
아산시,79565,63339,33810,53.76,24040,38.22,4391,6.98,598,0.95,50,0.07,0,0,0.0
서산시,38263,33982,19091,56.55,11976,35.48,2341,6.93,299,0.88,47,0.13,0,0,0.0
태안군,18219,14674,6331,43.51,7491,51.48,613,4.21,91,0.62,23,0.15,0,0,0.0
금산군,6829,6503,3540,54.78,2588,40.04,292,4.51,35,0.54,7,0.1,0,0,0.0
논산시,12502,10976,5796,53.25,4414,40.55,573,5.26,90,0.82,10,0.09,0,0,0.0
계룡시,10261,10261,6569,64.52,2709,26.6,813,7.98,84,0.82,6,0.05,0,0,0.0
당진시,69556,58523,33664,57.89,20043,34.47,3848,6.61,528,0.9,59,0.1,0,0,0.0
부여군,21672,19632,9633,49.43,8684,44.56,1001,5.13,151,0.77,18,0.09,0,0,0.0
서천군,14051,12546,6664,53.5,5108,41.01,583,4.68,78,0.62,21,0.16,0,0,0.0
홍성군,11806,10720,5268,49.53,4673,43.94,520,4.88,160,1.5,13,0.12,0,0,0.0
청양군,11911,10371,4740,46.11,4885,47.52,567,5.51,69,0.67,18,0.17,0,0,0.0
예산군,23499,18918,7202,38.33,10516,55.97,922,4.9,126,0.67,21,0.11,0,0,0.0
