District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
제주시,89862,77469,47753,62.1,22389,29.12,5588,7.26,1069,1.39,86,0.11,0,0,0.0
서귀포시,120079,80106,38841,48.95,33395,42.08,5951,7.5,1063,1.33,95,0.11,0,0,0.0
