District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
중구,8075,7334,3554,48.82,3231,44.38,440,6.04,45,0.61,9,0.12,0,0,0.0
서구,40677,34378,14676,43.0,16961,49.7,2189,6.41,266,0.77,33,0.09,0,0,0.0
동구,28252,23354,10154,43.77,11346,48.91,1525,6.57,150,0.64,22,0.09,0,0,0.0
영도구,23181,19705,9519,48.59,8930,45.58,1010,5.15,114,0.58,16,0.08,0,0,0.0
부산진구,138124,112564,50175,44.89,52553,47.01,8087,7.23,852,0.76,103,0.09,0,0,0.0
동래구,75025,63464,27656,43.83,30146,47.78,4709,7.46,532,0.84,44,0.06,0,0,0.0
남구,69864,55126,21952,40.05,28257,51.56,4155,7.58,389,0.7,48,0.08,0,0,0.0
북구,60490,48397,19873,41.32,24468,50.88,3308,6.87,383,0.79,56,0.11,0,0,0.0
해운대구,35133,33823,18357,54.65,12635,37.62,2319,6.9,248,0.73,26,0.07,0,0,0.0
기장군,39199,27746,9582,34.75,15814,57.35,1935,7.01,205,0.74,36,0.13,0,0,0.0
사하구,20759,16619,7343,44.43,8157,49.35,919,5.56,94,0.56,14,0.08,0,0,0.0
금정구,122086,84263,21551,25.73,55391,66.13,6050,7.22,702,0.83,61,0.07,0,0,0.0
강서구,42325,34229,16547,48.62,14638,43.01,2551,7.49,267,0.78,28,0.08,0,0,0.0
연제구,113918,89155,34862,39.36,46820,52.86,6080,6.86,712,0.8,90,0.1,0,0,0.0
수영구,49927,38115,14296,37.79,20344,53.78,2803,7.41,350,0.92,31,0.08,0,0,0.0
사상구,30626,23823,10132,42.78,11789,49.78,1527,6.44,201,0.84,32,0.13,0,0,0.0
