District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
창원시의창구,139537,108827,40793,37.76,57761,53.47,8092,7.49,1259,1.16,119,0.11,0,0,0.0
창원시성산구,138106,110579,43950,40.03,54248,49.42,9757,8.88,1697,1.54,117,0.1,0,0,0.0
창원시마산합포구,131549,101575,32148,31.88,61621,61.12,6058,6.0,877,0.86,111,0.11,0,0,0.0
창원시마산회원구,137289,107603,36291,33.97,62404,58.41,6960,6.51,1034,0.96,140,0.13,0,0,0.0
창원시진해구,115493,90869,36181,40.1,46483,51.52,6572,7.28,884,0.97,94,0.1,0,0,0.0
진주시,77859,66522,25240,38.27,35743,54.2,4338,6.57,548,0.83,76,0.11,0,0,0.0
통영시,95055,72002,24639,34.49,42396,59.35,3771,5.27,527,0.73,92,0.12,0,0,0.0
고성군,43287,33580,10744,32.3,20573,61.85,1662,4.99,254,0.76,27,0.08,0,0,0.0
사천시,94356,73114,25242,34.84,41495,57.27,4949,6.83,662,0.91,103,0.14,0,0,0.0
김해시,186077,142039,65617,46.54,63302,44.9,10459,7.41,1422,1.0,166,0.11,0,0,0.0
밀양시,83938,63045,20372,32.58,38587,61.71,3047,4.87,452,0.72,68,0.1,0,0,0.0
거제시,178248,132741,62432,47.38,58813,44.64,8883,6.74,1475,1.11,141,0.1,0,0,0.0
의령군,23294,18214,5421,30.14,11559,64.26,832,4.62,140,0.77,34,0.18,0,0,0.0
함안군,51990,40601,13802,34.27,23755,58.99,2275,5.65,371,0.92,60,0.14,0,0,0.0
창녕군,50638,38724,11013,28.69,25310,65.93,1760,4.58,263,0.68,40,0.1,0,0,0.0
양산시,263571,202037,88523,44.12,96084,47.89,13935,6.94,1854,0.92,210,0.1,0,0,0.0
하동군,35423,28636,10592,37.43,15959,56.4,1442,5.09,255,0.9,44,0.15,0,0,0.0
남해군,36504,28758,9931,34.93,16808,59.13,1377,4.84,269,0.94,39,0.13,0,0,0.0
함양군,32702,25848,8489,33.2,15503,60.63,1321,5.16,219,0.85,36,0.14,0,0,0.0
산청군,30968,24668,7478,30.63,15548,63.69,1130,4.62,219,0.89,36,0.14,0,0,0.0
거창군,52316,41373,12623,30.84,25259,61.72,2640,6.45,332,0.81,65,0.15,0,0,0.0
합천군,37329,28935,7001,24.5,20132,70.47,1188,4.15,200,0.7,46,0.16,0,0,0.0
