District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
중구,108509,78431,38845,49.85,31891,40.92,6402,8.21,712,0.91,67,0.08,0,0,0.0
동구,33990,27162,13584,50.38,11324,41.99,1705,6.32,312,1.15,38,0.14,0,0,0.0
미추홀구,259945,193295,97004,50.54,77943,40.61,14898,7.76,1861,0.96,209,0.1,0,0,0.0
연수구,174380,132126,57964,44.12,59997,45.67,11974,9.11,1323,1.0,99,0.07,0,0,0.0
남동구,161649,132926,74382,56.33,46811,35.45,9424,7.13,1288,0.97,137,0.1,0,0,0.0
부평구,258027,198750,104065,52.74,75163,38.09,15771,7.99,2122,1.07,188,0.09,0,0,0.0
계양구,80484,71591,44988,63.26,20474,28.79,4923,6.92,673,0.94,51,0.07,0,0,0.0
서구,314967,231202,117297,51.06,90224,39.27,19669,8.56,2280,0.99,249,0.1,0,0,0.0
강화군,63399,48634,19095,39.51,26323,54.46,2497,5.16,367,0.75,47,0.09,0,0,0.0
옹진군,16677,13539,5097,38.13,7085,53.0,1063,7.95,98,0.73,23,0.17,0,0,0.0
