District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
춘천시,3441,3441,1881,55.09,1080,31.63,405,11.86,46,1.34,2,0.05,0,0,0.0
원주시,113795,82006,34829,42.76,39484,48.48,6236,7.65,807,0.99,84,0.1,0,0,0.0
강릉시,104379,85484,39016,45.94,39036,45.96,6049,7.12,747,0.87,80,0.09,0,0,0.0
동해시,30991,25740,11543,45.13,12226,47.8,1561,6.1,211,0.82,35,0.13,0,0,0.0
삼척시,17957,15757,6889,44.06,7515,48.07,1080,6.9,140,0.89,9,0.05,0,0,0.0
태백시,23340,18771,8241,44.18,9329,50.01,925,4.95,145,0.77,13,0.06,0,0,0.0
정선군,3243,3222,1732,54.19,1268,39.67,176,5.5,15,0.46,5,0.15,0,0,0.0
속초시,9253,8624,4665,54.37,3259,37.98,568,6.62,78,0.9,9,0.1,0,0,0.0
고성군,7878,6022,2407,40.27,3185,53.29,344,5.75,31,0.51,9,0.15,0,0,0.0
양양군,11201,9899,4696,47.76,4553,46.3,506,5.14,73,0.74,4,0.04,0,0,0.0
인제군,13731,11903,5519,46.82,4973,42.19,1169,9.91,107,0.9,18,0.15,0,0,0.0
홍천군,28944,22222,9126,41.44,11429,51.9,1285,5.83,144,0.65,33,0.14,0,0,0.0
횡성군,24861,18481,6960,37.96,10397,56.71,824,4.49,126,0.68,25,0.13,0,0,0.0
영월군,4579,4195,1992,47.82,1969,47.27,176,4.22,25,0.6,3,0.07,0,0,0.0
평창군,12202,11982,6190,52.02,4875,40.97,715,6.0,104,0.87,13,0.1,0,0,0.0
화천군,10855,9119,3866,42.77,4311,47.69,758,8.38,86,0.95,17,0.18,0,0,0.0
양구군,6046,5792,2910,50.72,2256,39.32,511,8.9,53,0.92,7,0.12,0,0,0.0
철원군,8813,7982,3831,48.41,3369,42.57,642,8.11,60,0.75,11,0.13,0,0,0.0
