District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
수원시장안구,80880,63387,31706,50.35,25693,40.8,4978,7.9,533,0.84,57,0.09,0,0,0.0
수원시권선구,199873,148173,72648,49.37,59918,40.72,13038,8.86,1401,0.95,129,0.08,0,0,0.0
수원시팔달구,133093,95143,41661,44.11,42877,45.4,8896,9.42,883,0.93,114,0.12,0,0,0.0
수원시영통구,171967,130766,56163,43.25,57263,44.1,14984,11.53,1317,1.01,120,0.09,0,0,0.0
성남시수정구,66485,59440,37029,62.66,17193,29.09,4425,7.48,410,0.69,29,0.04,0,0,0.0
성남시중원구,124774,98479,56992,58.24,33489,34.22,6564,6.7,718,0.73,90,0.09,0,0,0.0
성남시분당구,228067,185869,76874,41.6,88842,48.08,17222,9.32,1713,0.92,108,0.05,0,0,0.0
의정부시,138174,88249,38552,44.0,41224,47.05,6892,7.86,862,0.98,76,0.08,0,0,0.0
안양시만안구,137551,106995,52971,49.84,43921,41.33,8393,7.89,900,0.84,80,0.07,0,0,0.0
안양시동안구,130216,115177,62123,54.27,40797,35.64,10326,9.02,1129,0.98,87,0.07,0,0,0.0
부천시원미구,169964,138390,74972,54.55,50044,36.41,10932,7.95,1363,0.99,114,0.08,0,0,0.0
부천시소사구,121574,89393,41961,47.25,39349,44.31,6453,7.26,946,1.06,79,0.08,0,0,0.0
부천시오정구,110680,80022,42876,53.88,30377,38.17,5493,6.9,719,0.9,104,0.13,0,0,0.0
광명시,138342,118223,66139,56.28,40581,34.53,9529,8.1,1170,0.99,82,0.06,0,0,0.0
평택시,255172,187267,94499,50.8,74148,39.86,15670,8.42,1488,0.8,195,0.1,0,0,0.0
양주시,94912,69370,34943,50.7,28909,41.94,4513,6.54,477,0.69,73,0.1,0,0,0.0
동두천시,31904,18690,7078,38.15,10310,55.57,1020,5.49,120,0.64,25,0.13,0,0,0.0
안산시상록구,255745,189419,102311,54.38,68914,36.63,14997,7.97,1694,0.9,215,0.11,0,0,0.0
안산시단원구,198711,142303,72932,51.61,55407,39.21,11474,8.12,1309,0.92,181,0.12,0,0,0.0
고양시덕양구,229795,178005,90420,51.12,70610,39.92,13815,7.81,1875,1.06,133,0.07,0,0,0.0
고양시일산동구,113446,87527,45089,51.87,33913,39.01,6965,8.01,893,1.02,65,0.07,0,0,0.0
고양시일산서구,181200,141757,72026,51.11,56916,40.39,10402,7.38,1457,1.03,105,0.07,0,0,0.0
과천시,29314,25939,12512,48.53,10610,41.15,2306,8.94,335,1.29,17,0.06,0,0,0.0
의왕시,81638,68435,33713,49.54,28348,41.65,5316,7.81,614,0.9,56,0.08,0,0,0.0
구리시,71360,62170,35352,57.2,21178,34.27,4697,7.6,534,0.86,36,0.05,0,0,0.0
남양주시,258854,191700,93227,48.92,82192,43.13,13325,6.99,1635,0.85,166,0.08,0,0,0.0
오산시,117885,91026,51679,57.17,29744,32.9,8062,8.91,815,0.9,85,0.09,0,0,0.0
화성시갑,173472,127847,65420,51.47,49711,39.11,10801,8.49,1022,0.8,125,0.09,0,0,0.0
화성시을,177821,145250,74712,51.73,49861,34.52,18452,12.77,1290,0.89,94,0.06,0,0,0.0
시흥시,113988,97124,61529,63.72,26324,27.26,7869,8.15,740,0.76,85,0.08,0,0,0.0
군포시,106980,89408,49888,56.15,30925,34.8,7091,7.98,859,0.96,83,0.09,0,0,0.0
하남시,208210,163387,79974,49.25,67622,41.64,13270,8.17,1394,0.85,112,0.06,0,0,0.0
파주시,136324,108083,61170,56.95,38101,35.47,7174,6.67,878,0.81,76,0.07,0,0,0.0
여주시,88973,66332,29251,44.38,32461,49.25,3590,5.44,524,0.79,75,0.11,0,0,0.0
이천시,61816,51091,25981,51.25,20749,40.93,3485,6.87,390,0.76,85,0.16,0,0,0.0
용인시처인구,168415,129080,64838,50.55,52390,40.85,9847,7.67,1023,0.79,150,0.11,0,0,0.0
용인시수지구,214908,169088,70070,41.67,81404,48.41,15002,8.92,1556,0.92,106,0.06,0,0,0.0
용인시기흥구,120565,93963,46522,49.82,38122,40.82,7875,8.43,786,0.84,71,0.07,0,0,0.0
안성시,91512,66297,30365,46.12,30719,46.66,4215,6.4,461,0.7,71,0.1,0,0,0.0
김포시,140622,99278,45815,46.42,44278,44.86,7682,7.78,836,0.84,83,0.08,0,0,0.0
광주시,224842,151948,70333,46.55,69765,46.17,9746,6.45,1115,0.73,115,0.07,0,0,0.0
포천시,78375,58651,26636,45.78,27593,47.42,3484,5.98,397,0.68,70,0.12,0,0,0.0
연천군,22625,18397,8096,44.42,8753,48.02,1201,6.58,149,0.81,26,0.14,0,0,0.0
양평군,90847,69817,29665,42.75,35669,51.41,3420,4.92,571,0.82,56,0.08,0,0,0.0
가평군,39086,30560,12732,41.98,15716,51.82,1627,5.36,229,0.75,22,0.07,0,0,0.0
