District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
목포시,77844,45118,35732,79.7,6335,14.13,2243,5.0,461,1.02,62,0.13,0,0,0.0
여수시,73320,46450,36353,78.72,6911,14.96,2467,5.34,398,0.86,49,0.1,0,0,0.0
순천시,48446,44127,38725,88.29,3092,7.04,1698,3.87,282,0.64,62,0.14,0,0,0.0
나주시,35623,21904,16978,78.03,3243,14.9,1291,5.93,213,0.97,33,0.15,0,0,0.0
광양시,13396,12384,10729,87.23,1033,8.39,444,3.61,69,0.56,24,0.19,0,0,0.0
담양군,30016,25332,22548,89.47,1704,6.76,727,2.88,154,0.61,67,0.26,0,0,0.0
장성군,18246,18246,16590,91.38,931,5.12,501,2.75,99,0.54,32,0.17,0,0,0.0
곡성군,20936,16955,14609,87.07,1489,8.87,477,2.84,156,0.92,47,0.28,0,0,0.0
구례군,5177,5143,4631,90.92,315,6.18,102,2.0,29,0.56,16,0.31,0,0,0.0
고흥군,50262,41446,36390,88.51,3437,8.36,938,2.28,228,0.55,117,0.28,0,0,0.0
보성군,17365,16682,15077,90.95,1005,6.06,360,2.17,97,0.58,38,0.22,0,0,0.0
화순군,16573,9744,7909,81.92,1195,12.37,445,4.6,82,0.84,23,0.23,0,0,0.0
장흥군,4394,4349,3971,92.11,219,5.08,80,1.85,26,0.6,15,0.34,0,0,0.0
강진군,6741,6686,5983,90.48,409,6.18,166,2.51,43,0.65,11,0.16,0,0,0.0
완도군,16498,15201,13950,92.72,656,4.36,327,2.17,61,0.4,51,0.33,0,0,0.0
해남군,23804,22576,20452,91.23,1314,5.86,476,2.12,130,0.57,45,0.2,0,0,0.0
진도군,13738,11396,10073,89.18,858,7.59,273,2.41,54,0.47,36,0.31,0,0,0.0
영암군,24854,22402,20003,89.99,1397,6.28,611,2.74,176,0.79,39,0.17,0,0,0.0
무안군,24820,20140,17714,88.64,1461,7.31,635,3.17,123,0.61,51,0.25,0,0,0.0
영광군,19526,17196,15205,89.15,1148,6.73,555,3.25,78,0.45,69,0.4,0,0,0.0
함평군,16573,13617,12156,90.07,893,6.61,325,2.4,74,0.54,47,0.34,0,0,0.0
신안군,24157,19915,17723,89.84,1374,6.96,446,2.26,122,0.61,61,0.3,0,0,0.0
