District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
서울특별시,7960619,6308386,2911534,46.51,2655264,42.42,607778,9.7,79188,1.26,5631,0.08,0,0,0.0
부산광역시,2865552,2245755,895213,40.14,1146238,51.39,168473,7.55,18189,0.81,2099,0.09,0,0,0.0
대구광역시,2049078,1643051,379130,23.22,1103913,67.62,135376,8.29,12531,0.76,1362,0.08,0,0,0.0
인천광역시,2619348,2035355,1044295,51.67,776952,38.44,176739,8.74,20743,1.02,2098,0.1,0,0,0.0
광주광역시,1194471,1002149,844682,84.77,79937,8.02,62104,6.23,8767,0.87,934,0.09,0,0,0.0
대전광역시,1241882,977609,470321,48.5,393549,40.58,94724,9.76,9905,1.02,1109,0.11,0,0,0.0
울산광역시,934509,747950,315820,42.54,353180,47.57,63177,8.51,9299,1.25,899,0.12,0,0,0.0
세종특별자치시,307067,254695,140620,55.62,83965,33.21,25004,9.89,2961,1.17,235,0.09,0,0,0.0
경기도,11454290,9007831,4647325,51.93,3430042,38.33,781017,8.72,81232,0.9,8013,0.08,0,0,0.0
강원특별자치도,1306165,1008557,437747,43.72,477564,47.7,75568,7.54,9185,0.91,1102,0.11,0,0,0.0
충청북도,1356591,1043007,489255,47.26,451201,43.58,83600,8.07,9900,0.95,1198,0.11,0,0,0.0
충청남도,1808878,1368114,644849,47.49,592063,43.6,106860,7.86,12590,0.92,1483,0.1,0,0,0.0
전북특별자치도,1491782,1226971,1008670,82.74,133131,10.92,65673,5.38,9901,0.81,1694,0.13,0,0,0.0
전라남도,1555624,1299557,1108489,85.85,110452,8.55,60709,4.7,9332,0.72,2093,0.16,0,0,0.0
경상북도,2213614,1747364,442683,25.52,1159594,66.87,116094,6.69,13884,0.8,1788,0.1,0,0,0.0
경상남도,2776028,2179989,851733,39.4,1123843,51.99,161579,7.47,21809,1.0,2678,0.12,0,0,0.0
제주특별자치도,565255,421576,228729,54.76,145290,34.78,36909,8.83,6191,1.48,528,0.12,0,0,0.0
