District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
수원시장안구,212645,167532,82581,49.63,66618,40.03,15466,9.29,1570,0.94,158,0.09,0,0,0.0
수원시권선구,276865,209769,105335,50.56,82552,39.62,18271,8.77,1980,0.95,176,0.08,0,0,0.0
수원시팔달구,152719,114044,53311,47.09,47788,42.21,10929,9.65,1031,0.91,130,0.11,0,0,0.0
수원시영통구,216563,166074,70976,43.03,72769,44.12,19345,11.73,1678,1.01,150,0.09,0,0,0.0
성남시수정구,174691,135775,71649,53.11,51189,37.94,10975,8.13,1001,0.74,81,0.06,0,0,0.0
성남시중원구,160025,122669,68159,55.93,44055,36.15,8611,7.06,916,0.75,121,0.09,0,0,0.0
성남시분당구,353391,290286,123261,42.71,135706,47.02,26795,9.28,2627,0.91,182,0.06,0,0,0.0
의정부시,270935,190099,91770,48.6,80808,42.8,14261,7.55,1798,0.95,165,0.08,0,0,0.0
안양시만안구,186907,146792,73346,50.3,59163,40.58,11908,8.16,1263,0.86,112,0.07,0,0,0.0
안양시동안구,242587,200905,98025,49.11,80655,40.41,18765,9.4,1962,0.98,160,0.08,0,0,0.0
부천시원미구,309098,240861,125515,52.47,91844,38.4,19238,8.04,2378,0.99,200,0.08,0,0,0.0
부천시소사구,141300,105786,51266,48.78,45154,42.96,7487,7.12,1084,1.03,98,0.09,0,0,0.0
부천시오정구,119146,88343,48755,55.51,32170,36.62,6005,6.83,790,0.89,110,0.12,0,0,0.0
광명시,219763,179507,92979,52.11,68709,38.51,14728,8.25,1854,1.03,133,0.07,0,0,0.0
평택시,455877,333545,166387,50.21,133005,40.14,28837,8.7,2759,0.83,332,0.1,0,0,0.0
양주시,144712,105016,53700,51.47,42685,40.91,7064,6.77,761,0.72,112,0.1,0,0,0.0
동두천시,71096,50648,25004,49.68,22136,43.98,2785,5.53,339,0.67,57,0.11,0,0,0.0
안산시상록구,262259,194004,104600,54.28,70736,36.71,15375,7.97,1744,0.9,221,0.11,0,0,0.0
안산시단원구,231980,173825,93364,54.08,63168,36.59,14276,8.26,1605,0.92,213,0.12,0,0,0.0
고양시덕양구,378045,294864,154087,52.59,111924,38.2,23431,7.99,3271,1.11,229,0.07,0,0,0.0
고양시일산동구,226634,172532,85487,49.88,70450,41.1,13634,7.95,1682,0.98,125,0.07,0,0,0.0
고양시일산서구,211706,165336,83267,50.65,67055,40.79,12238,7.44,1677,1.02,129,0.07,0,0,0.0
과천시,68790,58928,24871,42.49,26993,46.11,5843,9.98,779,1.33,46,0.07,0,0,0.0
의왕시,115742,93640,44554,47.86,39902,42.86,7667,8.23,862,0.92,93,0.09,0,0,0.0
구리시,146310,114291,56556,49.8,46916,41.31,8992,7.91,1011,0.89,84,0.07,0,0,0.0
남양주시,441374,327074,164395,50.56,134905,41.49,22794,7.01,2745,0.84,277,0.08,0,0,0.0
오산시,186256,136619,73195,53.94,48783,35.95,12297,9.06,1259,0.92,139,0.1,0,0,0.0
화성시갑,237265,181033,97036,53.93,65718,36.52,15555,8.64,1445,0.8,166,0.09,0,0,0.0
화성시을,306264,249037,127441,51.48,84474,34.12,33212,13.41,2240,0.9,148,0.05,0,0,0.0
시흥시,235952,186670,111490,60.09,57387,30.93,14919,8.04,1560,0.84,173,0.09,0,0,0.0
군포시,200937,160623,82275,51.55,62340,39.06,13249,8.3,1581,0.99,133,0.08,0,0,0.0
하남시,272865,221808,111702,50.68,87145,39.54,19452,8.82,1927,0.87,156,0.07,0,0,0.0
파주시,276146,217545,123334,57.04,75308,34.82,15465,7.15,1948,0.9,163,0.07,0,0,0.0
여주시,101401,77007,34563,45.19,36480,47.7,4719,6.17,624,0.81,89,0.11,0,0,0.0
이천시,170527,125584,58663,47.04,55400,44.42,9502,7.61,969,0.77,167,0.13,0,0,0.0
용인시처인구,217598,162217,80449,49.91,66542,41.28,12672,7.86,1299,0.8,196,0.12,0,0,0.0
용인시수지구,261309,211907,94034,44.62,96071,45.59,18596,8.82,1893,0.89,122,0.05,0,0,0.0
용인시기흥구,247903,199353,101621,51.27,78140,39.43,16607,8.38,1661,0.83,141,0.07,0,0,0.0
안성시,156928,114602,56975,50.06,48042,42.21,7784,6.83,878,0.77,123,0.1,0,0,0.0
김포시,220988,155863,70435,45.46,71060,45.86,11975,7.72,1319,0.85,133,0.08,0,0,0.0
광주시,266704,190785,96874,51.05,79340,41.81,12042,6.34,1355,0.71,144,0.07,0,0,0.0
포천시,127307,95668,45328,47.76,42497,44.78,6300,6.63,665,0.7,110,0.11,0,0,0.0
연천군,36974,28660,12152,42.77,13973,49.18,2011,7.07,237,0.83,37,0.13,0,0,0.0
양평군,100336,76370,32149,42.36,39228,51.68,3817,5.02,638,0.84,62,0.08,0,0,0.0
가평군,50785,38172,15206,40.13,20336,53.67,2031,5.36,278,0.73,39,0.1,0,0,0.0
