District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
창원시의창구,95503,77085,30645,40.03,39170,51.17,5766,7.53,883,1.15,79,0.1,0,0,0.0
창원시성산구,66344,55310,23995,43.71,25119,45.76,4894,8.91,827,1.5,54,0.09,0,0,0.0
창원시마산합포구,59385,51603,20252,39.56,27188,53.12,3234,6.31,446,0.87,61,0.11,0,0,0.0
창원시마산회원구,55629,46047,16558,36.23,25651,56.14,2973,6.5,442,0.96,66,0.14,0,0,0.0
창원시진해구,58360,48348,20026,41.75,23902,49.83,3541,7.38,431,0.89,59,0.12,0,0,0.0
진주시,33999,32222,14072,44.06,15332,48.0,2216,6.93,281,0.87,35,0.1,0,0,0.0
통영시,40061,33704,13148,39.32,18176,54.36,1799,5.38,266,0.79,43,0.12,0,0,0.0
고성군,28070,23615,8517,36.36,13417,57.28,1278,5.45,188,0.8,20,0.08,0,0,0.0
사천시,55570,45338,17631,39.23,23790,52.94,3028,6.73,425,0.94,62,0.13,0,0,0.0
김해시,104515,85819,43578,51.15,34853,40.91,5853,6.87,800,0.93,98,0.11,0,0,0.0
밀양시,51576,42024,14906,35.76,24457,58.68,1974,4.73,298,0.71,42,0.1,0,0,0.0
거제시,114200,88152,42940,49.07,38053,43.48,5469,6.25,961,1.09,76,0.08,0,0,0.0
의령군,9854,8636,2947,34.62,5100,59.91,367,4.31,76,0.89,22,0.25,0,0,0.0
함안군,36091,28597,10255,36.12,16322,57.49,1505,5.3,268,0.94,37,0.13,0,0,0.0
창녕군,11963,11545,4239,37.03,6573,57.42,531,4.63,87,0.76,16,0.13,0,0,0.0
양산시,187098,144527,63718,44.39,68570,47.77,9767,6.8,1317,0.91,159,0.11,0,0,0.0
하동군,19418,17197,6951,40.9,9014,53.04,852,5.01,152,0.89,25,0.14,0,0,0.0
남해군,16979,15309,6328,41.86,7890,52.19,711,4.7,163,1.07,23,0.15,0,0,0.0
함양군,15378,13749,5342,39.3,7368,54.2,720,5.29,142,1.04,20,0.14,0,0,0.0
산청군,19395,15811,4989,31.91,9845,62.97,635,4.06,141,0.9,24,0.15,0,0,0.0
거창군,32171,28123,9901,35.57,15669,56.3,1980,7.11,234,0.84,45,0.16,0,0,0.0
합천군,16151,14066,4087,29.44,9042,65.14,615,4.43,113,0.81,23,0.16,0,0,0.0
