District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
종로구,39758,35564,21932,62.05,10075,28.5,2751,7.78,557,1.57,30,0.08,0,0,0.0
중구,49962,39563,19451,49.58,15678,39.96,3590,9.15,485,1.23,27,0.06,0,0,0.0
용산구,118813,92318,39334,42.94,42340,46.22,8481,9.25,1377,1.5,65,0.07,0,0,0.0
성동구,100457,85103,43442,51.41,31925,37.78,8107,9.59,935,1.1,76,0.08,0,0,0.0
광진구,105770,70889,25198,35.86,36622,52.12,7477,10.64,883,1.25,80,0.11,0,0,0.0
동대문구,22664,19769,10890,55.54,6511,33.21,1962,10.0,223,1.13,19,0.09,0,0,0.0
중랑구,110624,90280,48016,53.53,33899,37.79,6843,7.62,850,0.94,80,0.08,0,0,0.0
성북구,121928,102228,56123,55.32,34634,34.13,9183,9.05,1434,1.41,77,0.07,0,0,0.0
강북구,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
도봉구,169778,114999,45287,39.67,58163,50.95,9291,8.13,1297,1.13,108,0.09,0,0,0.0
노원구,47846,43504,26486,61.22,12432,28.73,3892,8.99,422,0.97,28,0.06,0,0,0.0
은평구,31297,24524,12479,51.37,9458,38.93,1999,8.22,323,1.32,31,0.12,0,0,0.0
서대문구,108461,83340,40702,49.2,33718,40.76,6872,8.3,1353,1.63,78,0.09,0,0,0.0
마포구,100550,83617,42616,51.37,30719,37.03,8036,9.68,1529,1.84,49,0.05,0,0,0.0
양천구,165859,131871,62239,47.48,56649,43.22,10636,8.11,1407,1.07,133,0.1,0,0,0.0
강서구,55550,52600,33075,63.34,14052,26.91,4483,8.58,551,1.05,52,0.09,0,0,0.0
구로구,121965,95563,45963,48.44,40357,42.53,7443,7.84,1038,1.09,85,0.08,0,0,0.0
금천구,59132,49181,27634,56.65,16027,32.85,4548,9.32,511,1.04,57,0.11,0,0,0.0
영등포구,83627,66749,31475,47.54,27964,42.23,5949,8.98,760,1.14,57,0.08,0,0,0.0
동작구,33934,25355,10572,42.05,11761,46.78,2475,9.84,309,1.22,23,0.09,0,0,0.0
관악구,35223,33904,21810,64.95,7785,23.18,3445,10.25,508,1.51,31,0.09,0,0,0.0
서초구,126791,107198,39185,36.76,56235,52.76,9906,9.29,1200,1.12,57,0.05,0,0,0.0
강남구,120664,102597,39211,38.44,51927,50.9,9846,9.65,962,0.94,56,0.05,0,0,0.0
송파구,217439,168351,63989,38.27,85879,51.37,15450,9.24,1708,1.02,144,0.08,0,0,0.0
강동구,105263,85897,37721,44.22,38887,45.58,7768,9.1,856,1.0,69,0.08,0,0,0.0
