District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
천안시서북구,39722,26927,11546,43.21,13031,48.77,1846,6.9,268,1.0,28,0.1,0,0,0.0
천안시동남구,28412,24893,13235,53.56,9471,38.32,1743,7.05,229,0.92,32,0.12,0,0,0.0
공주시,20044,20044,11838,59.49,6745,33.89,1162,5.83,133,0.66,20,0.1,0,0,0.0
보령시,19173,19106,10487,55.41,7138,37.71,1122,5.92,152,0.8,26,0.13,0,0,0.0
아산시,74076,58605,30672,52.71,22810,39.2,4100,7.04,553,0.95,47,0.08,0,0,0.0
서산시,38263,33982,19091,56.55,11976,35.48,2341,6.93,299,0.88,47,0.13,0,0,0.0
태안군,18219,14674,6331,43.51,7491,51.48,613,4.21,91,0.62,23,0.15,0,0,0.0
금산군,6829,6503,3540,54.78,2588,40.04,292,4.51,35,0.54,7,0.1,0,0,0.0
논산시,12502,10976,5796,53.25,4414,40.55,573,5.26,90,0.82,10,0.09,0,0,0.0
계룡시,6939,6939,4368,63.49,1823,26.5,627,9.11,57,0.82,4,0.05,0,0,0.0
당진시,62500,54295,31927,59.19,17843,33.08,3620,6.71,492,0.91,55,0.1,0,0,0.0
부여군,15280,13784,6587,48.15,6356,46.46,625,4.56,98,0.71,13,0.09,0,0,0.0
서천군,14051,12546,6664,53.5,5108,41.01,583,4.68,78,0.62,21,0.16,0,0,0.0
홍성군,9305,9305,4778,51.77,3832,41.52,457,4.95,150,1.62,11,0.11,0,0,0.0
청양군,9079,7539,3329,44.52,3709,49.61,372,4.97,52,0.69,14,0.18,0,0,0.0
예산군,22466,18275,7042,38.79,10071,55.47,899,4.95,121,0.66,21,0.11,0,0,0.0
