District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
천안시서북구,52192,33721,13964,41.73,16797,50.2,2340,6.99,320,0.95,36,0.1,0,0,0.0
천안시동남구,31770,27950,14841,53.47,10701,38.56,1919,6.91,256,0.92,34,0.12,0,0,0.0
공주시,22530,21828,12582,58.05,7680,35.43,1246,5.74,142,0.65,23,0.1,0,0,0.0
보령시,19173,19106,10487,55.41,7138,37.71,1122,5.92,152,0.8,26,0.13,0,0,0.0
아산시,79565,63339,33810,53.76,24040,38.22,4391,6.98,598,0.95,50,0.07,0,0,0.0
서산시,38263,33982,19091,56.55,11976,35.48,2341,6.93,299,0.88,47,0.13,0,0,0.0
태안군,18219,14674,6331,43.51,7491,51.48,613,4.21,91,0.62,23,0.15,0,0,0.0
금산군,6829,6503,3540,54.78,2588,40.04,292,4.51,35,0.54,7,0.1,0,0,0.0
논산시,13104,11578,6137,53.5,4638,40.43,591,5.15,93,0.81,12,0.1,0,0,0.0
계룡시,10261,10261,6569,64.52,2709,26.6,813,7.98,84,0.82,6,0.05,0,0,0.0
당진시,71971,59918,34184,57.42,20817,34.96,3928,6.59,538,0.9,63,0.1,0,0,0.0
부여군,22781,20291,9802,48.66,9128,45.32,1039,5.15,153,0.75,18,0.08,0,0,0.0
서천군,14051,12546,6664,53.5,5108,41.01,583,4.68,78,0.62,21,0.16,0,0,0.0
홍성군,13433,11787,5551,47.48,5386,46.07,570,4.87,167,1.42,16,0.13,0,0,0.0
청양군,11911,10371,4740,46.11,4885,47.52,567,5.51,69,0.67,18,0.17,0,0,0.0
예산군,23499,18918,7202,38.33,10516,55.97,922,4.9,126,0.67,21,0.11,0,0,0.0
