District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
중구,115248,82140,40221,49.29,33741,41.34,6817,8.35,750,0.91,70,0.08,0,0,0.0
동구,45243,35008,16805,48.35,15165,43.63,2317,6.66,412,1.18,53,0.15,0,0,0.0
미추홀구,318344,229756,111683,48.96,95718,41.96,18191,7.97,2231,0.97,260,0.11,0,0,0.0
연수구,286083,224761,104587,46.81,95564,42.77,20829,9.32,2255,1.0,170,0.07,0,0,0.0
남동구,234467,183018,97258,53.49,69112,38.01,13456,7.4,1783,0.98,191,0.1,0,0,0.0
부평구,337717,254322,130046,51.5,99006,39.21,20481,8.11,2705,1.07,253,0.1,0,0,0.0
계양구,111037,93296,55979,60.41,29318,31.63,6430,6.93,866,0.93,72,0.07,0,0,0.0
서구,335350,244946,123733,50.84,96059,39.46,20900,8.58,2424,0.99,261,0.1,0,0,0.0
강화군,63399,48634,19095,39.51,26323,54.46,2497,5.16,367,0.75,47,0.09,0,0,0.0
옹진군,18554,14603,5369,37.24,7816,54.22,1102,7.64,104,0.72,23,0.15,0,0,0.0
