District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
종로구,35583,32954,20844,63.64,8789,26.83,2559,7.81,529,1.61,27,0.08,0,0,0.0
중구,40105,32162,15903,49.88,12486,39.16,3073,9.63,398,1.24,19,0.05,0,0,0.0
용산구,95994,75879,33817,44.92,33249,44.16,7017,9.32,1146,1.52,49,0.06,0,0,0.0
성동구,89070,75143,38063,51.02,28449,38.13,7185,9.63,829,1.11,69,0.09,0,0,0.0
광진구,90551,60381,21434,35.81,31062,51.9,6512,10.88,756,1.26,76,0.12,0,0,0.0
동대문구,19086,17277,9918,57.84,5262,30.68,1753,10.22,198,1.15,15,0.08,0,0,0.0
중랑구,97901,78556,40551,51.95,30618,39.23,6053,7.75,758,0.97,66,0.08,0,0,0.0
성북구,99391,83820,46286,55.63,28085,33.75,7582,9.11,1178,1.41,63,0.07,0,0,0.0
강북구,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
도봉구,169778,114999,45287,39.67,58163,50.95,9291,8.13,1297,1.13,108,0.09,0,0,0.0
노원구,26527,24312,15166,62.68,6782,28.03,1984,8.2,250,1.03,11,0.04,0,0,0.0
은평구,11385,9693,5290,55.21,3276,34.19,865,9.02,131,1.36,18,0.18,0,0,0.0
서대문구,98165,74407,35709,48.35,30594,41.43,6236,8.44,1231,1.66,72,0.09,0,0,0.0
마포구,86334,70393,34877,49.95,26678,38.21,6886,9.86,1329,1.9,44,0.06,0,0,0.0
양천구,149152,116453,52905,45.7,52196,45.09,9321,8.05,1212,1.04,119,0.1,0,0,0.0
강서구,21748,21703,14300,66.41,5367,24.92,1606,7.45,235,1.09,23,0.1,0,0,0.0
구로구,121965,95563,45963,48.44,40357,42.53,7443,7.84,1038,1.09,85,0.08,0,0,0.0
금천구,54526,45920,26268,57.67,14475,31.78,4271,9.37,481,1.05,52,0.11,0,0,0.0
영등포구,80499,64242,30388,47.69,26860,42.15,5673,8.9,734,1.15,57,0.08,0,0,0.0
동작구,33934,25355,10572,42.05,11761,46.78,2475,9.84,309,1.22,23,0.09,0,0,0.0
관악구,24034,23358,15156,65.53,4907,21.21,2642,11.42,400,1.72,23,0.09,0,0,0.0
서초구,117861,100316,37461,37.55,51858,51.99,9240,9.26,1130,1.13,54,0.05,0,0,0.0
강남구,103336,85932,30900,36.16,45634,53.4,8070,9.44,797,0.93,52,0.06,0,0,0.0
송파구,186457,139530,48907,35.3,75112,54.22,12918,9.32,1455,1.05,126,0.09,0,0,0.0
강동구,99356,79990,33766,42.5,37370,47.04,7430,9.35,804,1.01,61,0.07,0,0,0.0
