District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
청주시상당구,109025,85344,40491,47.76,37316,44.02,6046,7.13,833,0.98,82,0.09,0,0,0.0
청주시서원구,113255,87929,41464,47.48,37497,42.93,7310,8.37,964,1.1,94,0.1,0,0,0.0
청주시흥덕구,65008,56093,30962,55.62,18946,34.03,5159,9.26,538,0.96,60,0.1,0,0,0.0
청주시청원구,85475,67956,36007,53.35,24726,36.64,6040,8.95,629,0.93,79,0.11,0,0,0.0
충주시,92853,75681,36455,48.47,32771,43.57,5314,7.06,587,0.78,75,0.09,0,0,0.0
제천시,51881,44924,22544,50.58,18937,42.48,2695,6.04,348,0.78,46,0.1,0,0,0.0
단양군,17693,14351,5575,39.1,7909,55.48,688,4.82,75,0.52,8,0.05,0,0,0.0
영동군,36322,27592,10760,39.32,14974,54.72,1367,4.99,236,0.86,27,0.09,0,0,0.0
보은군,25526,19697,7966,40.79,10472,53.62,902,4.61,158,0.8,30,0.15,0,0,0.0
옥천군,37609,29043,12545,43.58,14340,49.82,1581,5.49,264,0.91,53,0.18,0,0,0.0
음성군,65794,48258,23157,48.35,21519,44.93,2771,5.78,384,0.8,61,0.12,0,0,0.0
진천군,64735,47560,24553,51.96,18840,39.87,3332,7.05,446,0.94,74,0.15,0,0,0.0
괴산군,26976,21184,8552,40.71,11339,53.97,907,4.31,183,0.87,25,0.11,0,0,0.0
증평군,31928,23995,11385,47.85,10290,43.24,1854,7.79,222,0.93,41,0.17,0,0,0.0
