District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
창원시의창구,100234,80679,31880,39.79,41160,51.38,6043,7.54,935,1.16,84,0.1,0,0,0.0
창원시성산구,86752,72047,30834,43.11,33203,46.43,6321,8.83,1077,1.5,73,0.1,0,0,0.0
창원시마산합포구,88036,71191,24638,34.87,40972,57.99,4316,6.1,637,0.9,86,0.12,0,0,0.0
창원시마산회원구,58345,47920,16991,35.73,26957,56.69,3063,6.44,466,0.98,71,0.14,0,0,0.0
창원시진해구,75579,62605,26776,43.08,30236,48.65,4517,7.26,554,0.89,65,0.1,0,0,0.0
진주시,53978,50177,21769,43.75,24059,48.35,3450,6.93,418,0.84,57,0.11,0,0,0.0
통영시,59754,46560,16415,35.53,26967,58.38,2406,5.2,345,0.74,58,0.12,0,0,0.0
고성군,40026,31585,10330,33.0,19106,61.03,1605,5.12,236,0.75,25,0.07,0,0,0.0
사천시,70616,55105,19917,36.45,30574,55.96,3563,6.52,505,0.92,68,0.12,0,0,0.0
김해시,128325,101742,49685,49.19,43095,42.67,7107,7.03,973,0.96,127,0.12,0,0,0.0
밀양시,57395,45972,16061,35.22,26944,59.09,2212,4.85,332,0.72,48,0.1,0,0,0.0
거제시,141209,105632,49374,47.09,47546,45.34,6686,6.37,1132,1.07,105,0.1,0,0,0.0
의령군,11557,9708,3178,33.23,5881,61.5,395,4.13,84,0.87,24,0.25,0,0,0.0
함안군,43271,33192,11032,33.48,19944,60.53,1624,4.92,300,0.91,45,0.13,0,0,0.0
창녕군,17752,16251,5867,36.45,9304,57.81,788,4.89,117,0.72,18,0.11,0,0,0.0
양산시,213638,163068,70229,43.36,79141,48.87,10895,6.72,1498,0.92,176,0.1,0,0,0.0
하동군,29195,23262,8426,36.65,13251,57.63,1081,4.7,202,0.87,30,0.13,0,0,0.0
남해군,23896,20723,8136,39.74,11021,53.83,1075,5.25,212,1.03,27,0.13,0,0,0.0
함양군,24141,19435,6656,34.61,11407,59.32,954,4.96,179,0.93,32,0.16,0,0,0.0
산청군,25163,19579,5722,29.55,12652,65.34,789,4.07,175,0.9,25,0.12,0,0,0.0
거창군,45523,36823,11663,32.02,21956,60.29,2440,6.7,300,0.82,58,0.15,0,0,0.0
합천군,23907,19202,4843,25.55,13169,69.5,761,4.01,143,0.75,32,0.16,0,0,0.0
